# Energy Intensity
5.426011099999999715e+03 1.003822299999999945e+00
5.431226700000000164e+03 1.003900100000000073e+00
5.436471800000000258e+03 1.005222499999999908e+00
5.441747299999999996e+03 1.005218799999999968e+00
5.447052399999999579e+03 1.004084399999999988e+00
5.452387700000000223e+03 1.003677399999999942e+00
5.457753099999999904e+03 1.004724399999999962e+00
5.463148299999999836e+03 1.005973699999999971e+00
5.468573300000000017e+03 1.005111599999999994e+00
5.474029700000000048e+03 1.001902099999999907e+00
5.479515000000000327e+03 9.972657499999999509e-01
5.485029599999999846e+03 9.949893800000000343e-01
5.490575100000000020e+03 9.940335799999999722e-01
5.496150700000000143e+03 9.910268199999999750e-01
5.501756300000000010e+03 9.889105099999999648e-01
5.507391800000000330e+03 9.895899000000000223e-01
5.513057099999999991e+03 9.922015499999999877e-01
5.518752499999999600e+03 9.955265800000000498e-01
5.524478600000000370e+03 9.981669199999999575e-01
5.530234099999999671e+03 9.991259399999999902e-01
5.536020000000000437e+03 9.980499499999999635e-01
5.541836000000000240e+03 9.970189699999999489e-01
5.547681599999999889e+03 9.965911899999999601e-01
5.553558100000000195e+03 9.963616800000000273e-01
5.559464299999999639e+03 9.972391600000000134e-01
5.565400400000000445e+03 9.983253399999999500e-01
5.571367400000000089e+03 9.990461200000000375e-01
5.577363800000000083e+03 9.996881600000000478e-01
5.583390300000000025e+03 9.987911200000000322e-01
5.589447000000000116e+03 9.974954000000000320e-01
5.595533999999999651e+03 9.969100800000000318e-01
5.601651100000000042e+03 9.961263599999999885e-01
5.607798300000000381e+03 9.953218999999999816e-01
5.613975499999999556e+03 9.951750000000000318e-01
5.620182700000000295e+03 9.962064699999999551e-01
5.626420399999999972e+03 9.960064499999999876e-01
5.632688799999999901e+03 9.947505700000000006e-01
5.638985899999999674e+03 9.930304800000000487e-01
5.645313699999999699e+03 9.920773899999999479e-01
5.651672300000000178e+03 9.933082199999999640e-01
5.658060599999999795e+03 9.955800799999999784e-01
5.664479000000000269e+03 9.978643099999999766e-01
5.670927800000000389e+03 9.993305000000000105e-01
5.677406500000000051e+03 9.996423599999999521e-01
5.683915500000000065e+03 9.984978799999999488e-01
5.690454899999999725e+03 9.967221099999999945e-01
5.697024400000000242e+03 9.958168600000000259e-01
5.703624200000000201e+03 9.974018500000000342e-01
5.710254100000000108e+03 1.000548900000000074e+00
5.716914399999999659e+03 1.003514500000000087e+00
5.723605099999999766e+03 1.002896500000000080e+00
5.730326200000000426e+03 1.001821499999999920e+00
5.737077000000000226e+03 1.001571400000000001e+00
5.743858799999999974e+03 1.001049199999999972e+00
5.750671000000000276e+03 1.001249300000000009e+00
5.757513500000000022e+03 1.002171900000000004e+00
5.764386499999999614e+03 1.003823300000000085e+00
5.771290200000000368e+03 1.004770600000000069e+00
5.778224500000000262e+03 1.004365200000000069e+00
5.785189500000000407e+03 1.004105599999999932e+00
5.792185300000000097e+03 1.003638199999999925e+00
5.799212300000000141e+03 1.000827499999999981e+00
5.806270099999999729e+03 9.999503299999999983e-01
5.813359800000000178e+03 1.001401399999999997e+00
5.820480899999999565e+03 1.001558799999999971e+00
5.827633200000000215e+03 1.002599500000000088e+00
5.834818299999999908e+03 1.004408299999999921e+00
5.842036299999999756e+03 1.004488300000000001e+00
5.849287500000000364e+03 1.002689500000000011e+00
5.856573300000000017e+03 1.000807900000000084e+00
5.863894800000000032e+03 9.998684500000000197e-01
5.871254200000000310e+03 9.988715599999999917e-01
5.878654499999999643e+03 9.970285199999999737e-01
5.886100400000000263e+03 9.955027400000000526e-01
5.893600199999999859e+03 9.948114799999999702e-01
5.901170799999999872e+03 9.928145999999999916e-01
5.908849799999999959e+03 9.901999000000000217e-01
5.916786500000000160e+03 9.921950499999999673e-01
5.925714700000000448e+03 1.011382599999999909e+00
5.934227100000000064e+03 9.937099600000000033e-01
