# xx                                                               FEFF 9.9.1
# POT  SCF 100  4.6000   0, screened core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=29 Rmt= 1.286 Rnm= 1.355 K  shell
# Pot 1 Z=29 Rmt= 1.334 Rnm= 1.433
# Pot 2 Z=16 Rmt= 1.380 Rnm= 1.493
# Gam_ch=1.729E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# Mu=-6.557E+00eV kf=1.876E+00 Vint=-1.228E+01eV Rs_int= 1.933
#  -----------------------------------------------------------------------
#   0.95032E+00  0.23938E+01  0.63941E+00 -0.2409625E+00  0.3302774E+03 method to calculate xsect
#   1.7291900E+00  89  11
#       em              xsnorm            xsec  
  0.513929301E+02  0.86459E+00  0.24223E-03 -0.86565E-04  0.24256E-03
  0.528883489E+02  0.86459E+00  0.24281E-03 -0.86280E-04  0.24312E-03
  0.544028175E+02  0.86459E+00  0.24340E-03 -0.86037E-04  0.24369E-03
 -0.655692698E+01  0.50000E-02  0.14485E-03  0.52471E-04  0.14253E-03
 -0.655692698E+01  0.10000E-01  0.14485E-03  0.52328E-04  0.14252E-03
 -0.655692698E+01  0.12710E-01  0.14485E-03  0.52250E-04  0.14251E-03
 -0.655692698E+01  0.18961E-01  0.14485E-03  0.52072E-04  0.14250E-03
 -0.655692698E+01  0.28287E-01  0.14485E-03  0.51807E-04  0.14248E-03
 -0.655692698E+01  0.42199E-01  0.14485E-03  0.51411E-04  0.14244E-03
 -0.655692698E+01  0.62953E-01  0.14486E-03  0.50824E-04  0.14239E-03
 -0.655692698E+01  0.93915E-01  0.14489E-03  0.49951E-04  0.14233E-03
 -0.655692698E+01  0.14011E+00  0.14493E-03  0.48660E-04  0.14223E-03
 -0.655692698E+01  0.20901E+00  0.14504E-03  0.46755E-04  0.14209E-03
 -0.655692698E+01  0.31181E+00  0.14528E-03  0.43961E-04  0.14192E-03
 -0.655692698E+01  0.46517E+00  0.14582E-03  0.39894E-04  0.14171E-03
 -0.655692698E+01  0.69395E+00  0.14701E-03  0.34048E-04  0.14150E-03
 -0.655692698E+01  0.10352E+01  0.14967E-03  0.25787E-04  0.14139E-03
 -0.655692698E+01  0.15444E+01  0.15565E-03  0.14403E-04  0.14160E-03
 -0.655692698E+01  0.23040E+01  0.16924E-03 -0.74542E-06  0.14256E-03
 -0.655692698E+01  0.34371E+01  0.20091E-03 -0.19973E-04  0.14493E-03
 -0.655692698E+01  0.51276E+01  0.27911E-03 -0.42961E-04  0.14965E-03
 -0.655692698E+01  0.76495E+01  0.47425E-03 -0.68525E-04  0.15783E-03
 -0.655692698E+01  0.11412E+02  0.53836E-03 -0.94473E-04  0.17061E-03
 -0.655692698E+01  0.17024E+02  0.32382E-03 -0.11802E-03  0.18927E-03
