# xx                                                               FEFF 9.9.1
# POT  SCF 100  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=28 Rmt= 1.320 Rnm= 1.527 K  shell
# Pot 1 Z=28 Rmt= 1.302 Rnm= 1.519
# Pot 2 Z=30 Rmt= 1.280 Rnm= 1.497
# Pot 3 Z=19 Rmt= 2.061 Rnm= 2.170
# Pot 4 Z=17 Rmt= 1.374 Rnm= 1.582
# Gam_ch=1.576E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# Mu=-7.123E+00eV kf=1.540E+00 Vint=-1.059E+01eV Rs_int= 2.355
# PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 S02  1.000                                        Global sig2  0.00000
    16.6500    2.695066E-04  3.467001E-04  1.153485E+02 -1.250509E+01
    16.7000    1.724638E-04  3.445785E-04  1.157147E+02 -1.252278E+01
    16.7500    5.385932E-05  3.424569E-04  1.160810E+02 -1.254047E+01
    16.8000   -7.038898E-05  3.403353E-04  1.164473E+02 -1.255816E+01
    16.8500   -1.838135E-04  3.382137E-04  1.168135E+02 -1.257585E+01
    16.9000   -2.715796E-04  3.360922E-04  1.171798E+02 -1.259354E+01
    16.9500   -3.224255E-04  3.339706E-04  1.175460E+02 -1.261123E+01
    17.0000   -3.301056E-04  3.318490E-04  1.179123E+02 -1.262892E+01
    17.0500   -2.947220E-04  3.303900E-04  1.182787E+02 -1.264646E+01
    17.1000   -2.206851E-04  3.289310E-04  1.186451E+02 -1.266400E+01
    17.1500   -1.181264E-04  3.274721E-04  1.190115E+02 -1.268155E+01
    17.2000   -8.608419E-07  3.260131E-04  1.193779E+02 -1.269909E+01
    17.2500    1.154736E-04  3.245541E-04  1.197443E+02 -1.271663E+01
    17.3000    2.155015E-04  3.230952E-04  1.201107E+02 -1.273417E+01
    17.3500    2.861415E-04  3.216362E-04  1.204771E+02 -1.275172E+01
    17.4000    3.183176E-04  3.201772E-04  1.208435E+02 -1.276926E+01
    17.4500    3.081229E-04  3.187182E-04  1.212099E+02 -1.278680E+01
    17.5000    2.572908E-04  3.172593E-04  1.215763E+02 -1.280435E+01
    17.5500    1.729136E-04  3.158003E-04  1.219427E+02 -1.282189E+01
    17.6000    6.645611E-05  3.143413E-04  1.223091E+02 -1.283943E+01
    17.6500   -4.780201E-05  3.128824E-04  1.226755E+02 -1.285698E+01
    17.7000   -1.546811E-04  3.114234E-04  1.230419E+02 -1.287452E+01
    17.7500   -2.401182E-04  3.099644E-04  1.234083E+02 -1.289206E+01
    17.8000   -2.930174E-04  3.085054E-04  1.237747E+02 -1.290961E+01
    17.8500   -3.066900E-04  3.070465E-04  1.241411E+02 -1.292715E+01
    17.9000   -2.796984E-04  3.055875E-04  1.245075E+02 -1.294469E+01
    17.9500   -2.159966E-04  3.041285E-04  1.248739E+02 -1.296224E+01
    18.0000   -1.243562E-04  3.026696E-04  1.252403E+02 -1.297978E+01
    18.0500   -1.723200E-05  3.016414E-04  1.256065E+02 -1.299748E+01
    18.1000    9.144266E-05  3.006133E-04  1.259728E+02 -1.301518E+01
    18.1500    1.872867E-04  2.995851E-04  1.263390E+02 -1.303288E+01
    18.2000    2.577140E-04  2.985570E-04  1.267053E+02 -1.305058E+01
    18.2500    2.935860E-04  2.975288E-04  1.270715E+02 -1.306829E+01
    18.3000    2.903967E-04  2.965007E-04  1.274378E+02 -1.308599E+01
    18.3500    2.488373E-04  2.954725E-04  1.278040E+02 -1.310369E+01
    18.4000    1.746689E-04  2.944444E-04  1.281703E+02 -1.312139E+01
    18.4500    7.792486E-05  2.934162E-04  1.285365E+02 -1.313909E+01
    18.5000   -2.844530E-05  2.923881E-04  1.289027E+02 -1.315679E+01
    18.5500   -1.303095E-04  2.913599E-04  1.292690E+02 -1.317449E+01
    18.6000   -2.142307E-04  2.903318E-04  1.296352E+02 -1.319219E+01
    18.6500   -2.692389E-04  2.893036E-04  1.300015E+02 -1.320989E+01
    18.7000   -2.882654E-04  2.882755E-04  1.303677E+02 -1.322760E+01
    18.7500   -2.690497E-04  2.872473E-04  1.307340E+02 -1.324530E+01
    18.8000   -2.144047E-04  2.862192E-04  1.311002E+02 -1.326300E+01
    18.8500   -1.318086E-04  2.851910E-04  1.314664E+02 -1.328070E+01
    18.9000   -3.238218E-05  2.841629E-04  1.318327E+02 -1.329840E+01
    18.9500    7.060788E-05  2.831348E-04  1.321989E+02 -1.331610E+01
    19.0000    1.635193E-04  2.821066E-04  1.325652E+02 -1.333380E+01
    19.0500    2.343216E-04  2.812611E-04  1.329316E+02 -1.335132E+01
    19.1000    2.736774E-04  2.804156E-04  1.332980E+02 -1.336884E+01
    19.1500    2.765646E-04  2.795700E-04  1.336645E+02 -1.338636E+01
    19.2000    2.428203E-04  2.787245E-04  1.340309E+02 -1.340388E+01
    19.2500    1.771337E-04  2.778790E-04  1.343973E+02 -1.342140E+01
    19.3000    8.839558E-05  2.770335E-04  1.347637E+02 -1.343892E+01
    19.3500   -1.150482E-05  2.761879E-04  1.351302E+02 -1.345644E+01
    19.4000   -1.092724E-04  2.753424E-04  1.354966E+02 -1.347396E+01
    19.4500   -1.919755E-04  2.744969E-04  1.358630E+02 -1.349148E+01
    19.5000   -2.487566E-04  2.736514E-04  1.362294E+02 -1.350900E+01
    19.5500   -2.722573E-04  2.728058E-04  1.365959E+02 -1.352651E+01
    19.6000   -2.595715E-04  2.719603E-04  1.369623E+02 -1.354403E+01
    19.6500   -2.126026E-04  2.711148E-04  1.373287E+02 -1.356155E+01
    19.7000   -1.377820E-04  2.702693E-04  1.376951E+02 -1.357907E+01
    19.7500   -4.518908E-05  2.694237E-04  1.380616E+02 -1.359659E+01
    19.8000    5.280641E-05  2.685782E-04  1.384280E+02 -1.361411E+01
    19.8500    1.431966E-04  2.677327E-04  1.387944E+02 -1.363163E+01
    19.9000    2.140625E-04  2.668872E-04  1.391608E+02 -1.364915E+01
    19.9500    2.561449E-04  2.660417E-04  1.395273E+02 -1.366667E+01
    20.0000    2.640548E-04  2.651961E-04  1.398937E+02 -1.368419E+01
